
TestPow,1T 2T 3T 4T 5T 6T 7T,1,2024-02-16 11:49:05.776,NaN,N/A,,0,0
TestFirstDifference,1T 2T 3T 4T 5T,1,2024-02-16 11:49:05.776,NaN,N/A,,0,0
TestMostCommonCharacter,1T 2T 3T 4T 5T,1,2024-02-16 11:49:05.776,NaN,N/A,,0,0
TestFirstDivisibleBy77,1T 2T 3T 4T,1,2024-02-16 11:49:05.776,NaN,N/A,,0,0
TestPowersOfTwo,1T 2T 3T 4T,1,2024-02-16 11:49:05.776,NaN,N/A,,0,0
TestMaxArray,1T 2T,1,2024-02-16 11:49:05.776,NaN,N/A,,0,0
TestTimesOccur,1T 2T 3T 4T 5T 6T 7T 8T 9T,1,2024-02-16 11:49:05.776,NaN,N/A,,0,0
TestDoubleDouble,1T 2T 3T 4T,1,2024-02-16 11:49:05.776,NaN,N/A,,0,0
TestThreeCharacterStrings,1T 2T 3T,1,2024-02-16 11:49:05.776,NaN,N/A,,0,0
TestDistanceFromOrigin,1T 2T 3T 4T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestSecondDigit5,1T 2T 3T 4T 5T 6T 7T 8T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestEndsWithUpperCaseLetter,1T 2T 3T 4T 5T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestPow,1T 2T 3T 4T 5T 6T 7T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestFirstDifference,1T 2T 3T 4T 5T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestMostCommonCharacter,1T 2T 3T 4T 5T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestFirstDivisibleBy77,1T 2T 3T 4T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestPowersOfTwo,1T 2T 3T 4T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestMaxArray,1T 2T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestTimesOccur,1T 2T 3T 4T 5T 6T 7T 8T 9T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestDoubleDouble,1T 2T 3T 4T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestThreeCharacterStrings,1T 2T 3T,1,2024-02-16 11:53:13.578,NaN,N/A,,0,0
TestDistanceFromOrigin,1T 2T 3T 4T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestSecondDigit5,1T 2T 3T 4T 5T 6T 7T 8T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestEndsWithUpperCaseLetter,1T 2T 3T 4T 5T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestPow,1T 2T 3T 4T 5T 6T 7T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestFirstDifference,1T 2T 3T 4T 5T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestMostCommonCharacter,1T 2T 3T 4T 5T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestFirstDivisibleBy77,1T 2T 3T 4T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestPowersOfTwo,1T 2T 3T 4T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestMaxArray,1T 2T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestTimesOccur,1T 2T 3T 4T 5T 6T 7T 8T 9T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestDoubleDouble,1T 2T 3T 4T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestThreeCharacterStrings,1T 2T 3T,1,2024-02-16 11:53:41.263,NaN,N/A,,0,0
TestDistanceFromOrigin,1T 2T 3T 4T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestSecondDigit5,1T 2T 3T 4T 5T 6T 7T 8T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestEndsWithUpperCaseLetter,1T 2T 3T 4T 5T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestPow,1T 2T 3T 4T 5T 6T 7T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestFirstDifference,1T 2T 3T 4T 5T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestMostCommonCharacter,1T 2T 3T 4T 5T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestFirstDivisibleBy77,1T 2T 3T 4T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestPowersOfTwo,1T 2T 3T 4T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestMaxArray,1T 2T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestTimesOccur,1T 2T 3T 4T 5T 6T 7T 8T 9T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestDoubleDouble,1T 2T 3T 4T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestThreeCharacterStrings,1T 2T 3T,1,2024-02-16 11:55:07.603,NaN,N/A,,0,0
TestDistanceFromOrigin,1T 2T 3T 4T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestSecondDigit5,1T 2T 3T 4T 5T 6T 7T 8T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestEndsWithUpperCaseLetter,1T 2T 3T 4T 5T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestPow,1T 2T 3T 4T 5T 6T 7T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestFirstDifference,1T 2T 3T 4T 5T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestMostCommonCharacter,1T 2T 3T 4T 5T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestFirstDivisibleBy77,1T 2T 3T 4T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestPowersOfTwo,1T 2T 3T 4T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestMaxArray,1T 2T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestTimesOccur,1T 2T 3T 4T 5T 6T 7T 8T 9T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestDoubleDouble,1T 2T 3T 4T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestThreeCharacterStrings,1T 2T 3T,1,2024-02-16 11:55:24.119,NaN,N/A,,0,0
TestDistanceFromOrigin,1T 2T 3T 4T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestSecondDigit5,1T 2T 3T 4T 5T 6T 7T 8T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestEndsWithUpperCaseLetter,1T 2T 3T 4T 5T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestPow,1T 2T 3T 4T 5T 6T 7T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestFirstDifference,1T 2T 3T 4T 5T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestMostCommonCharacter,1T 2T 3T 4T 5T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestFirstDivisibleBy77,1T 2T 3T 4T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestPowersOfTwo,1T 2T 3T 4T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestMaxArray,1T 2T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestTimesOccur,1T 2T 3T 4T 5T 6T 7T 8T 9T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestDoubleDouble,1T 2T 3T 4T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
TestThreeCharacterStrings,1T 2T 3T,1,2024-02-16 12:12:40.898,NaN,N/A,,0,0
